,play,situation,qtr,drive_num,pos_team,drive_plays,drive_yds,drive_time,down,yds_to_go,field_pos,home_team,away_team,game_date
132,Rush,S. Homadi rush for no gain to the RF45 (C. van Horn;L. Ruoss).,4th Quarter,driveindex_26,Hamburg Sea Devils,6,19,0:00,3rd,3,RF45,Hamburg,Rhein,220703
133,Punt,"E. Schlomm punt 36 yards to the RF9, fair catch by N. Robitaille.",4th Quarter,driveindex_26,Hamburg Sea Devils,6,19,0:00,4th,3,RF45,Hamburg,Rhein,220703
134,Pass,"M. Adam sacked for loss of 9 yards to the RF0 (T. Haenni), T. Haenni safety.",4th Quarter,driveindex_27,Rhein Fire,1,-9,0:00,1st,10,RF09,Hamburg,Rhein,220703
135,Kickoff,"D. Schuhmacher kickoff 70 yards to the HD0, touchback.",4th Quarter,driveindex_27,Rhein Fire,1,-9,0:00,1st,0,RF30,Hamburg,Rhein,220703
136,Rush,"G. Ameln rush for no gain to the HD20 (M. Pinter), PENALTY HD IF 5 yards to the HD15, NO PLAY.",4th Quarter,driveindex_28,Hamburg Sea Devils,3,3,0:00,1st,10,HD20,Hamburg,Rhein,220703
137,Rush,G. Ameln rush for 5 yards to the HD20 (T. Owusu-Bediak).,4th Quarter,driveindex_28,Hamburg Sea Devils,3,3,0:00,1st,15,HD15,Hamburg,Rhein,220703
138,Rush,S. Ceesay rush for 2 yards to the HD22 (M. Schmidt).,4th Quarter,driveindex_28,Hamburg Sea Devils,3,3,0:00,2nd,10,HD20,Hamburg,Rhein,220703
139,Rush,G. Ameln rush for 1 yard to the HD23 (L. Ruoss).,4th Quarter,driveindex_28,Hamburg Sea Devils,3,3,0:00,3rd,8,HD22,Hamburg,Rhein,220703
140,Punt,"E. Schlomm punt 47 yards to the RF30, N. Robitaille return 0 yards to the RF30 (J. Rogers).",4th Quarter,driveindex_28,Hamburg Sea Devils,3,3,0:00,4th,7,HD23,Hamburg,Rhein,220703
141,Pass,M. Adam pass incomplete to F. Eichhorn.,4th Quarter,driveindex_29,Rhein Fire,2,0,0:00,1st,10,RF30,Hamburg,Rhein,220703
142,Timeout,Timeout Rhein Fire.,4th Quarter,driveindex_29,Rhein Fire,2,0,0:00,2nd,10,RF30,Hamburg,Rhein,220703
143,Pass,"M. Adam pass intercepted by D. Brown Jr. at the RF48, D. Brown Jr. return 13 yards to the RF35 (D. Schueler).",4th Quarter,driveindex_29,Rhein Fire,2,0,0:00,2nd,10,RF30,Hamburg,Rhein,220703
144,Rush,S. Homadi rush for 5 yards to the RF30 (F. Umetelli).,4th Quarter,driveindex_30,Hamburg Sea Devils,6,15,0:00,1st,10,RF35,Hamburg,Rhein,220703
145,Pass,"M. Maack pass complete to B. Mau for 12 yards to the RF18, 1ST DOWN HD (J. Seibel;N. Siegert).",4th Quarter,driveindex_30,Hamburg Sea Devils,6,15,0:00,2nd,5,RF30,Hamburg,Rhein,220703
146,Rush,S. Homadi rush for loss of 2 yards to the RF20 (M. Pinter).,4th Quarter,driveindex_30,Hamburg Sea Devils,6,15,0:00,1st,10,RF18,Hamburg,Rhein,220703
147,Rush,S. Homadi rush for 3 yards to the RF17 (N. Siegert).,4th Quarter,driveindex_30,Hamburg Sea Devils,6,15,0:00,2nd,12,RF20,Hamburg,Rhein,220703
148,Rush,S. Homadi rush for loss of 3 yards to the RF20 (L. Ruoss;J. Seibel).,4th Quarter,driveindex_30,Hamburg Sea Devils,6,15,0:00,3rd,9,RF17,Hamburg,Rhein,220703
149,Field goal attempt,E. Schlomm field goal attempt from 37 GOOD.,4th Quarter,driveindex_30,Hamburg Sea Devils,6,15,0:00,4th,12,RF20,Hamburg,Rhein,220703
150,Kickoff,"E. Schlomm kickoff 56 yards to the RF14, O. Williams return 17 yards to the RF31 (L. Jordan II).",4th Quarter,driveindex_30,Hamburg Sea Devils,6,15,0:00,1st,0,HD30,Hamburg,Rhein,220703
151,Rush,"D. Rennich rush for 11 yards to the RF42, 1ST DOWN RF (J. Rogers).",4th Quarter,driveindex_31,Rhein Fire,7,24,0:00,1st,10,RF31,Hamburg,Rhein,220703
152,Rush,D. Rennich rush for 4 yards to the RF46 (T. Haenni).,4th Quarter,driveindex_31,Rhein Fire,7,24,0:00,1st,10,RF42,Hamburg,Rhein,220703
153,Rush,D. Rennich rush for 5 yards to the HD49 (T. Haenni).,4th Quarter,driveindex_31,Rhein Fire,7,24,0:00,2nd,6,RF46,Hamburg,Rhein,220703
154,Rush,"P. Poetsch rush for 4 yards to the HD45, 1ST DOWN RF (B. Grube).",4th Quarter,driveindex_31,Rhein Fire,7,24,0:00,3rd,1,HD49,Hamburg,Rhein,220703
155,Rush,D. Rennich rush for no gain to the HD45 (M. Wessel).,4th Quarter,driveindex_31,Rhein Fire,7,24,0:00,1st,10,HD45,Hamburg,Rhein,220703
156,Rush,T. Alexander rush for 1 yard to the HD44 (H. Awuah).,4th Quarter,driveindex_31,Rhein Fire,7,24,0:00,2nd,10,HD45,Hamburg,Rhein,220703
157,Rush,"T. Alexander rush for 5 yards to the HD39 (H. Awuah), PENALTY RF HO (M. Pludra) 10 yards to the RF46, NO PLAY.",4th Quarter,driveindex_31,Rhein Fire,7,24,0:00,3rd,9,HD44,Hamburg,Rhein,220703
158,Rush,T. Alexander rush for 9 yards to the HD45 (M. Spiegel;V. Wilson Oberk).,4th Quarter,driveindex_31,Rhein Fire,7,24,0:00,3rd,19,RF46,Hamburg,Rhein,220703
159,Punt,"M. Eisenhut punt 35 yards to the HD10, J. Rogers return 28 yards to the HD38 (P. Poetsch).",4th Quarter,driveindex_31,Rhein Fire,7,24,0:00,4th,10,HD45,Hamburg,Rhein,220703
160,Rush,M. Maack rush for loss of 1 yard to the HD37.,4th Quarter,driveindex_32,Hamburg Sea Devils,1,-1,0:00,1st,10,HD38,Hamburg,Rhein,220703
161,End of half,End of game.,4th Quarter,driveindex_32,Hamburg Sea Devils,1,-1,0:00,2nd,11,HD37,Hamburg,Rhein,220703
0,Pass,"J. Erdmann pass incomplete to M. Breuler, PENALTY PW offside defense (K. Ruta) 5 yards to the VV45, NO PLAY.",1st Quarter,driveindex_1,Vienna Vikings,5,26,1:52,1st,10,VV40,Vienna,Panthers,220703
1,Rush,"A. Wegan rush for 15 yards to the PW40, 1ST DOWN VV (L. Steffen).",1st Quarter,driveindex_1,Vienna Vikings,5,26,1:52,1st,5,VV45,Vienna,Panthers,220703
2,Pass,J. Erdmann pass incomplete to J. Bouah (G. Zec).,1st Quarter,driveindex_1,Vienna Vikings,5,26,1:52,1st,10,PW40,Vienna,Panthers,220703
3,Pass,J. Erdmann pass incomplete to M. Breuler.,1st Quarter,driveindex_1,Vienna Vikings,5,26,1:52,2nd,10,PW40,Vienna,Panthers,220703
4,Pass,"J. Erdmann pass complete to M. Breuler for 8 yards to the PW32, out-of-bounds (K. Kotlarz).",1st Quarter,driveindex_1,Vienna Vikings,5,26,1:52,3rd,10,PW40,Vienna,Panthers,220703
5,Rush,A. Wegan rush for loss of 2 yards to the PW34 (K. Stepien).,1st Quarter,driveindex_1,Vienna Vikings,5,26,1:52,4th,2,PW32,Vienna,Panthers,220703
6,Set clock,Clock 13:08.,1st Quarter,driveindex_2,Panthers Wroclaw,3,7,2:06,1st,10,PW34,Vienna,Panthers,220703
7,Rush,P. Pasqualini rush for 5 yards to the PW39 (B. Straight).,1st Quarter,driveindex_2,Panthers Wroclaw,3,7,2:06,1st,10,PW34,Vienna,Panthers,220703
8,Pass,A. Janiaczyk pass complete to P. Pasqualini for 2 yards to the PW41 (N. Huszar;L. Horvath).,1st Quarter,driveindex_2,Panthers Wroclaw,3,7,2:06,2nd,5,PW39,Vienna,Panthers,220703
9,Rush,P. Pasqualini rush for no gain to the PW41 (L. Horvath;T. Schnurrer).,1st Quarter,driveindex_2,Panthers Wroclaw,3,7,2:06,3rd,3,PW41,Vienna,Panthers,220703
10,Punt,"K. Stepien punt 59 yards to the VV0, touchback.",1st Quarter,driveindex_2,Panthers Wroclaw,3,7,2:06,4th,3,PW41,Vienna,Panthers,220703
11,Set clock,Clock 11:02.,1st Quarter,driveindex_3,Vienna Vikings,3,5,3:18,1st,10,VV20,Vienna,Panthers,220703
12,Rush,A. Wegan rush for 5 yards to the VV25 (H. Ogrodowczyk;L. Steffen).,1st Quarter,driveindex_3,Vienna Vikings,3,5,3:18,1st,10,VV20,Vienna,Panthers,220703
13,Pass,J. Erdmann pass incomplete to M. Breuler.,1st Quarter,driveindex_3,Vienna Vikings,3,5,3:18,2nd,5,VV25,Vienna,Panthers,220703
14,Pass,J. Erdmann pass incomplete to A. Botella M.,1st Quarter,driveindex_3,Vienna Vikings,3,5,3:18,3rd,5,VV25,Vienna,Panthers,220703
15,Punt,"B. Straight punt 35 yards to the PW40, downed.",1st Quarter,driveindex_3,Vienna Vikings,3,5,3:18,4th,5,VV25,Vienna,Panthers,220703
16,Pass,"A. Janiaczyk pass complete to J. Mazan for 16 yards to the VV44, 1ST DOWN PW (S. Wimmer).",1st Quarter,driveindex_4,Panthers Wroclaw,6,46,0:00,1st,10,PW40,Vienna,Panthers,220703
17,Pass,"A. Janiaczyk pass complete to M. Stanley for 29 yards to the VV15, 1ST DOWN PW (S. Wimmer).",1st Quarter,driveindex_4,Panthers Wroclaw,6,46,0:00,1st,10,VV44,Vienna,Panthers,220703
18,Rush,A. Janiaczyk rush for 5 yards to the VV10 (T. Schnurrer).,1st Quarter,driveindex_4,Panthers Wroclaw,6,46,0:00,1st,10,VV15,Vienna,Panthers,220703
19,Pass,A. Janiaczyk pass incomplete to J. Mazan.,1st Quarter,driveindex_4,Panthers Wroclaw,6,46,0:00,2nd,5,VV10,Vienna,Panthers,220703
20,Rush,"A. Janiaczyk rush for 3 yards to the VV7 (T. Schnurrer), QB hurry by M. Schmahel.",1st Quarter,driveindex_4,Panthers Wroclaw,6,46,0:00,3rd,5,VV10,Vienna,Panthers,220703
21,Pass,A. Janiaczyk sacked for loss of 7 yards to the VV14 (M. Schmahel).,1st Quarter,driveindex_4,Panthers Wroclaw,6,46,0:00,4th,2,VV07,Vienna,Panthers,220703
22,Set clock,Clock 07:44.,1st Quarter,driveindex_5,Vienna Vikings,5,20,3:20,1st,10,VV14,Vienna,Panthers,220703
23,Rush,"A. Wegan rush for 16 yards to the VV30, 1ST DOWN VV (D. Robinson), deadball foul, PENALTY VV delay of game (A. Wegan) 5 yards to the VV25.",1st Quarter,driveindex_5,Vienna Vikings,5,20,3:20,1st,10,VV14,Vienna,Panthers,220703
24,Down,1st and 15.,1st Quarter,driveindex_5,Vienna Vikings,5,20,3:20,1st,15,VV25,Vienna,Panthers,220703
25,Rush,A. Wegan rush for 12 yards to the VV37 (L. Steffen).,1st Quarter,driveindex_5,Vienna Vikings,5,20,3:20,1st,15,VV25,Vienna,Panthers,220703
26,Rush,"A. Wegan rush for 5 yards to the VV42, 1ST DOWN VV (L. Steffen;D. Wesolowski).",1st Quarter,driveindex_5,Vienna Vikings,5,20,3:20,2nd,3,VV37,Vienna,Panthers,220703
27,Down,2nd and 5.,1st Quarter,driveindex_5,Vienna Vikings,5,20,3:20,1st,10,VV42,Vienna,Panthers,220703
28,Pass,J. Erdmann pass complete to L. Balogh for loss of 3 yards to the VV39 (H. Ogrodowczyk;L. Steffen).,1st Quarter,driveindex_5,Vienna Vikings,5,20,3:20,2nd,5,VV42,Vienna,Panthers,220703
29,Pass,J. Erdmann sacked for loss of 5 yards to the VV34 (K. Ruta).,1st Quarter,driveindex_5,Vienna Vikings,5,20,3:20,3rd,8,VV39,Vienna,Panthers,220703
30,Punt,"B. Straight punt 26 yards to the PW40, downed.",1st Quarter,driveindex_5,Vienna Vikings,5,20,3:20,4th,13,VV34,Vienna,Panthers,220703
31,Set clock,Clock 04:24.,1st Quarter,driveindex_6,Panthers Wroclaw,7,27,3:09,1st,10,PW40,Vienna,Panthers,220703
32,Pass,A. Janiaczyk pass incomplete (S. Wimmer).,1st Quarter,driveindex_6,Panthers Wroclaw,7,27,3:09,1st,10,PW40,Vienna,Panthers,220703
33,Rush,P. Pasqualini rush for 2 yards to the PW42 (M. Wappl;O. Kranich).,1st Quarter,driveindex_6,Panthers Wroclaw,7,27,3:09,2nd,10,PW40,Vienna,Panthers,220703
34,Pass,"A. Janiaczyk pass complete to J. Mazan for 9 yards to the VV49, 1ST DOWN PW (T. Schnurrer).",1st Quarter,driveindex_6,Panthers Wroclaw,7,27,3:09,3rd,8,PW42,Vienna,Panthers,220703
35,Pass,"A. Janiaczyk pass complete to J. Mazan for 13 yards to the VV36, 1ST DOWN PW (S. Wimmer).",1st Quarter,driveindex_6,Panthers Wroclaw,7,27,3:09,1st,10,VV49,Vienna,Panthers,220703
36,Rush,P. Pasqualini rush for 3 yards to the VV33 (L. Balogh).,1st Quarter,driveindex_6,Panthers Wroclaw,7,27,3:09,1st,10,VV36,Vienna,Panthers,220703
37,Rush,A. Janiaczyk rush for no gain to the VV33 (L. Balogh).,1st Quarter,driveindex_6,Panthers Wroclaw,7,27,3:09,2nd,7,VV33,Vienna,Panthers,220703
38,Pass,"A. Janiaczyk pass intercepted by T. Schnurrer at the VV20, T. Schnurrer return 8 yards to the VV28 (P. Pasqualini).",1st Quarter,driveindex_6,Panthers Wroclaw,7,27,3:09,3rd,7,VV33,Vienna,Panthers,220703
39,Set clock,Clock 01:15.,1st Quarter,driveindex_7,Vienna Vikings,4,20,3:37,1st,10,VV28,Vienna,Panthers,220703
40,Rush,"A. Wegan rush for 14 yards to the VV42, 1ST DOWN VV, out-of-bounds (J. White).",1st Quarter,driveindex_7,Vienna Vikings,4,20,3:37,1st,10,VV28,Vienna,Panthers,220703
41,Rush,A. Wegan rush for 5 yards to the VV47 (A. Lary;F. Snopek).,1st Quarter,driveindex_7,Vienna Vikings,4,20,3:37,1st,10,VV42,Vienna,Panthers,220703
42,Pass,"J. Erdmann pass complete to A. Botella M for 5 yards to the PW48 (D. Robinson), PENALTY VV ineligible downfield on pass (N. Johansson) 5 yards to the VV42, NO PLAY.",1st Quarter,driveindex_7,Vienna Vikings,4,20,3:37,2nd,5,VV47,Vienna,Panthers,220703
43,Pass,J. Erdmann pass complete to M. Breuler for 6 yards to the VV48.,1st Quarter,driveindex_7,Vienna Vikings,4,20,3:37,2nd,10,VV42,Vienna,Panthers,220703
44,Pass,A. Janiaczyk pass complete to P. Pasqualini for 2 yards to the PW9 (A. Watholowitsc).,2nd Quarter,driveindex_8,Panthers Wroclaw,3,-2,0:00,1st,10,PW07,Vienna,Panthers,220703
45,Pass,A. Janiaczyk pass complete to A. Grodecki for 5 yards to the PW14 (L. Gerner).,2nd Quarter,driveindex_8,Panthers Wroclaw,3,-2,0:00,2nd,8,PW09,Vienna,Panthers,220703
46,Pass,A. Janiaczyk sacked for loss of 4 yards to the PW10 (L. Balogh).,2nd Quarter,driveindex_8,Panthers Wroclaw,3,-2,0:00,3rd,3,PW14,Vienna,Panthers,220703
47,Penalty,PENALTY PW false start (J. White) 5 yards to the PW5.,2nd Quarter,driveindex_8,Panthers Wroclaw,3,-2,0:00,4th,7,PW10,Vienna,Panthers,220703
48,Punt,"K. Stepien punt 22 yards to the PW27, out-of-bounds.",2nd Quarter,driveindex_8,Panthers Wroclaw,3,-2,0:00,4th,12,PW05,Vienna,Panthers,220703
49,Set clock,Clock 12:38.,2nd Quarter,driveindex_9,Vienna Vikings,3,27,1:46,1st,10,PW27,Vienna,Panthers,220703
50,Rush,A. Wegan rush for 3 yards to the PW24 (D. Wesolowski;H. Ogrodowczyk).,2nd Quarter,driveindex_9,Vienna Vikings,3,27,1:46,1st,10,PW27,Vienna,Panthers,220703
51,Rush,A. Wegan rush for 2 yards to the PW22 (K. Wis).,2nd Quarter,driveindex_9,Vienna Vikings,3,27,1:46,2nd,7,PW24,Vienna,Panthers,220703
52,Pass,"J. Erdmann pass complete to A. Botella M for 22 yards to the PW0, 1ST DOWN VV, TOUCHDOWN, clock 10:52.",2nd Quarter,driveindex_9,Vienna Vikings,3,27,1:46,3rd,5,PW22,Vienna,Panthers,220703
53,Point after try,J. Erdmann pass attempt to M. Breuler good.,2nd Quarter,driveindex_9,Vienna Vikings,3,27,1:46,1st,10,PW15,Vienna,Panthers,220703
54,Kickoff,"B. Straight kickoff 70 yards to the PW0, touchback.",2nd Quarter,driveindex_9,Vienna Vikings,3,27,1:46,1st,0,VV30,Vienna,Panthers,220703
55,Pass,A. Janiaczyk pass complete to P. Pasqualini for no gain to the PW30 (E. Edwards).,2nd Quarter,driveindex_10,Panthers Wroclaw,14,26,1:42,1st,10,PW30,Vienna,Panthers,220703
56,Pass,A. Janiaczyk pass complete to M. Stanley for 7 yards to the PW37 (T. Schnurrer;E. Edwards).,2nd Quarter,driveindex_10,Panthers Wroclaw,14,26,1:42,2nd,10,PW30,Vienna,Panthers,220703
57,Pass,"A. Janiaczyk pass complete to A. Grodecki for 4 yards to the PW41, 1ST DOWN PW (N. Huszar).",2nd Quarter,driveindex_10,Panthers Wroclaw,14,26,1:42,3rd,3,PW37,Vienna,Panthers,220703
58,Rush,"A. Janiaczyk rush for 9 yards to the 50 yardline, QB hurry by L. Balogh.",2nd Quarter,driveindex_10,Panthers Wroclaw,14,26,1:42,1st,10,PW41,Vienna,Panthers,220703
59,Rush,P. Pasqualini rush for loss of 1 yard to the PW49 (M. Muellner).,2nd Quarter,driveindex_10,Panthers Wroclaw,14,26,1:42,2nd,1,PW50,Vienna,Panthers,220703
60,Rush,"A. Janiaczyk rush for 7 yards to the VV44, 1ST DOWN PW (A. Watholowitsc).",2nd Quarter,driveindex_10,Panthers Wroclaw,14,26,1:42,3rd,2,PW49,Vienna,Panthers,220703
61,Rush,D. Brzozowski rush for 2 yards to the VV42 (A. Watholowitsc;L. Balogh).,2nd Quarter,driveindex_10,Panthers Wroclaw,14,26,1:42,1st,10,VV44,Vienna,Panthers,220703
62,Rush,D. Brzozowski rush for loss of 7 yards to the VV49 (L. Horvath).,2nd Quarter,driveindex_10,Panthers Wroclaw,14,26,1:42,2nd,8,VV42,Vienna,Panthers,220703
63,Pass,"A. Janiaczyk pass incomplete to J. Mazan (E. Edwards), PENALTY VV illegal use of hands (L. Balogh) 5 yards to the VV44, 1ST DOWN PW, NO PLAY.",2nd Quarter,driveindex_10,Panthers Wroclaw,14,26,1:42,3rd,15,VV49,Vienna,Panthers,220703
64,Pass,A. Janiaczyk pass incomplete to A. Grodecki.,2nd Quarter,driveindex_10,Panthers Wroclaw,14,26,1:42,1st,10,VV44,Vienna,Panthers,220703
65,Pass,"A. Janiaczyk pass incomplete to M. Stanley, dropped pass.",2nd Quarter,driveindex_10,Panthers Wroclaw,14,26,1:42,2nd,10,VV44,Vienna,Panthers,220703
66,Timeout,"Timeout Panthers Wroclaw, clock 04:51.",2nd Quarter,driveindex_10,Panthers Wroclaw,14,26,1:42,3rd,10,VV44,Vienna,Panthers,220703
67,Pass,"A. Janiaczyk pass complete to J. Mazan for 12 yards to the VV32, 1ST DOWN PW (S. Wimmer).",2nd Quarter,driveindex_10,Panthers Wroclaw,14,26,1:42,3rd,10,VV44,Vienna,Panthers,220703
68,Rush,D. Brzozowski rush for loss of 2 yards to the VV34 (M. Muellner).,2nd Quarter,driveindex_10,Panthers Wroclaw,14,26,1:42,1st,10,VV32,Vienna,Panthers,220703
69,Pass,A. Janiaczyk sacked for loss of 10 yards to the VV44 (M. Wappl).,2nd Quarter,driveindex_10,Panthers Wroclaw,14,26,1:42,2nd,12,VV34,Vienna,Panthers,220703
70,Timeout,"Timeout Panthers Wroclaw, clock 03:33.",2nd Quarter,driveindex_10,Panthers Wroclaw,14,26,1:42,3rd,22,VV44,Vienna,Panthers,220703
71,Pass,B. Dziedzic pass incomplete to M. Stanley.,2nd Quarter,driveindex_10,Panthers Wroclaw,14,26,1:42,3rd,22,VV44,Vienna,Panthers,220703
72,Punt,"K. Stepien punt 42 yards to the VV2, downed, clock 03:09.",2nd Quarter,driveindex_10,Panthers Wroclaw,14,26,1:42,4th,22,VV44,Vienna,Panthers,220703
73,Rush,A. Wegan rush for 5 yards to the VV7 (J. White).,2nd Quarter,driveindex_11,Vienna Vikings,9,98,3:09,1st,10,VV02,Vienna,Panthers,220703
74,Rush,A. Wegan rush for 4 yards to the VV11 (D. Wesolowski;K. Wis).,2nd Quarter,driveindex_11,Vienna Vikings,9,98,3:09,2nd,5,VV07,Vienna,Panthers,220703
75,Pass,"J. Erdmann pass complete to A. Botella M for 8 yards to the VV19, 1ST DOWN VV (D. Robinson).",2nd Quarter,driveindex_11,Vienna Vikings,9,98,3:09,3rd,1,VV11,Vienna,Panthers,220703
76,Pass,"J. Erdmann pass complete to M. Breuler for 57 yards to the PW24, 1ST DOWN VV.",2nd Quarter,driveindex_11,Vienna Vikings,9,98,3:09,1st,10,VV19,Vienna,Panthers,220703
77,Pass,J. Erdmann pass incomplete to F. Reisacher.,2nd Quarter,driveindex_11,Vienna Vikings,9,98,3:09,1st,10,PW24,Vienna,Panthers,220703
78,Rush,A. Wegan rush for 5 yards to the PW19 (S. Radji).,2nd Quarter,driveindex_11,Vienna Vikings,9,98,3:09,2nd,10,PW24,Vienna,Panthers,220703
79,Timeout,"Timeout Vienna Vikings, clock 00:57.",2nd Quarter,driveindex_11,Vienna Vikings,9,98,3:09,3rd,5,PW19,Vienna,Panthers,220703
80,Pass,J. Erdmann pass complete to A. Wegan for 4 yards to the PW15 (D. Robinson;K. Oldak).,2nd Quarter,driveindex_11,Vienna Vikings,9,98,3:09,3rd,5,PW19,Vienna,Panthers,220703
81,Penalty,"PENALTY PW offside defense (39) 5 yards to the PW10, 1ST DOWN VV.",2nd Quarter,driveindex_11,Vienna Vikings,9,98,3:09,4th,1,PW15,Vienna,Panthers,220703
82,Pass,"J. Erdmann pass incomplete to M. Breuler, PENALTY PW holding (L. Steffen) 6 yards to the PW4, 1ST DOWN VV, NO PLAY.",2nd Quarter,driveindex_11,Vienna Vikings,9,98,3:09,1st,0,PW10,Vienna,Panthers,220703
83,Pass,J. Erdmann pass incomplete to A. Botella M.,2nd Quarter,driveindex_11,Vienna Vikings,9,98,3:09,1st,0,PW04,Vienna,Panthers,220703
84,Pass,"J. Erdmann pass complete to M. Breuler for 4 yards to the PW0, 1ST DOWN VV, TOUCHDOWN, clock 00:05.",2nd Quarter,driveindex_11,Vienna Vikings,9,98,3:09,2nd,0,PW04,Vienna,Panthers,220703
85,Point after try,S. Daum kick attempt failed.,2nd Quarter,driveindex_11,Vienna Vikings,9,98,3:09,1st,10,PW15,Vienna,Panthers,220703
86,Kickoff,"B. Straight kickoff 70 yards to the PW0, touchback.",2nd Quarter,driveindex_11,Vienna Vikings,9,98,3:09,1st,0,VV30,Vienna,Panthers,220703
87,Ball spot,PW ball on PW20.,2nd Quarter,driveindex_12,Panthers Wroclaw,1,14,0:05,1st,10,PW30,Vienna,Panthers,220703
88,Rush,"D. Brzozowski rush for 14 yards to the PW34, 1ST DOWN PW, out-of-bounds (T. Schnurrer).",2nd Quarter,driveindex_12,Panthers Wroclaw,1,14,0:05,1st,10,PW20,Vienna,Panthers,220703
89,End of half,"End of half, clock 00:00.",2nd Quarter,driveindex_12,Panthers Wroclaw,1,14,0:05,1st,10,PW34,Vienna,Panthers,220703
90,Drive start,PANTHERS WROCLAW drive start at 15:00.,3rd Quarter,driveindex_13,Panthers Wroclaw,10,34,5:20,1st,10,PW40,Vienna,Panthers,220703
91,Rush,D. Brzozowski rush for no gain to the PW40 (T. Schnurrer).,3rd Quarter,driveindex_13,Panthers Wroclaw,10,34,5:20,1st,10,PW40,Vienna,Panthers,220703
92,Pass,"A. Janiaczyk pass complete to D. Brzozowski for 12 yards to the VV48, 1ST DOWN PW (T. Schnurrer).",3rd Quarter,driveindex_13,Panthers Wroclaw,10,34,5:20,2nd,10,PW40,Vienna,Panthers,220703
93,Pass,A. Janiaczyk pass complete to J. Mazan for 5 yards to the VV43 (S. Wimmer).,3rd Quarter,driveindex_13,Panthers Wroclaw,10,34,5:20,1st,10,VV48,Vienna,Panthers,220703
94,Pass,A. Janiaczyk pass incomplete to D. Brzozowski.,3rd Quarter,driveindex_13,Panthers Wroclaw,10,34,5:20,2nd,5,VV43,Vienna,Panthers,220703
95,Rush,A. Janiaczyk rush for 4 yards to the VV39 (L. Balogh).,3rd Quarter,driveindex_13,Panthers Wroclaw,10,34,5:20,3rd,5,VV43,Vienna,Panthers,220703
96,Timeout,"Timeout Panthers Wroclaw, clock 12:11.",3rd Quarter,driveindex_13,Panthers Wroclaw,10,34,5:20,4th,1,VV39,Vienna,Panthers,220703
97,Rush,"A. Janiaczyk rush for 4 yards to the VV35, 1ST DOWN PW (L. Balogh;D. Siegel).",3rd Quarter,driveindex_13,Panthers Wroclaw,10,34,5:20,4th,1,VV39,Vienna,Panthers,220703
98,Rush,D. Brzozowski rush for no gain to the VV35 (L. Horvath).,3rd Quarter,driveindex_13,Panthers Wroclaw,10,34,5:20,1st,10,VV35,Vienna,Panthers,220703
99,Pass,"A. Janiaczyk pass incomplete to M. Stanley (E. Edwards), QB hurry by D. Siegel.",3rd Quarter,driveindex_13,Panthers Wroclaw,10,34,5:20,2nd,10,VV35,Vienna,Panthers,220703
100,Pass,A. Janiaczyk pass complete to B. Dziedzic for 9 yards to the VV26 (L. Horvath).,3rd Quarter,driveindex_13,Panthers Wroclaw,10,34,5:20,3rd,10,VV35,Vienna,Panthers,220703
101,Timeout,"Timeout Panthers Wroclaw, clock 09:45.",3rd Quarter,driveindex_13,Panthers Wroclaw,10,34,5:20,4th,1,VV26,Vienna,Panthers,220703
102,Pass,A. Janiaczyk pass incomplete to D. Brzozowski.,3rd Quarter,driveindex_13,Panthers Wroclaw,10,34,5:20,4th,1,VV26,Vienna,Panthers,220703
103,Drive start,VIENNA VIKINGS drive start at 09:40.,3rd Quarter,driveindex_14,Vienna Vikings,10,74,4:40,1st,10,VV26,Vienna,Panthers,220703
104,Rush,"A. Wegan rush for 4 yards to the VV30, out-of-bounds (L. Steffen).",3rd Quarter,driveindex_14,Vienna Vikings,10,74,4:40,1st,10,VV26,Vienna,Panthers,220703
105,Pass,J. Erdmann pass incomplete to A. Botella M.,3rd Quarter,driveindex_14,Vienna Vikings,10,74,4:40,2nd,6,VV30,Vienna,Panthers,220703
106,Rush,"J. Erdmann rush for 11 yards to the VV41, 1ST DOWN VV.",3rd Quarter,driveindex_14,Vienna Vikings,10,74,4:40,3rd,6,VV30,Vienna,Panthers,220703
107,Rush,"A. Botella M rush for 14 yards to the PW45, 1ST DOWN VV (L. Steffen).",3rd Quarter,driveindex_14,Vienna Vikings,10,74,4:40,1st,10,VV41,Vienna,Panthers,220703
108,Rush,"A. Wegan rush for 16 yards to the PW29, 1ST DOWN VV, out-of-bounds (L. Steffen).",3rd Quarter,driveindex_14,Vienna Vikings,10,74,4:40,1st,10,PW45,Vienna,Panthers,220703
109,Rush,A. Wegan rush for 3 yards to the PW26 (S. Radji;K. Ruta).,3rd Quarter,driveindex_14,Vienna Vikings,10,74,4:40,1st,10,PW29,Vienna,Panthers,220703
110,Pass,"J. Erdmann pass complete to M. Breuler for 12 yards to the PW14, 1ST DOWN VV.",3rd Quarter,driveindex_14,Vienna Vikings,10,74,4:40,2nd,7,PW26,Vienna,Panthers,220703
111,Pass,"J. Erdmann pass incomplete to A. Botella M, dropped pass.",3rd Quarter,driveindex_14,Vienna Vikings,10,74,4:40,1st,10,PW14,Vienna,Panthers,220703
112,Rush,"A. Wegan rush for loss of 2 yards to the PW16, out-of-bounds (G. Lary).",3rd Quarter,driveindex_14,Vienna Vikings,10,74,4:40,2nd,10,PW14,Vienna,Panthers,220703
